peak_amplitude_growth_rate,peak_amplitude_initial_value,peak_amplitude_r_squared,peak_amplitude_days_to_critical,pattern_width_growth_rate,pattern_width_initial_value,pattern_width_r_squared,pattern_width_days_to_critical,area_under_curve_growth_rate,area_under_curve_initial_value,area_under_curve_r_squared,area_under_curve_days_to_critical,mean_slope_growth_rate,mean_slope_initial_value,mean_slope_r_squared,mean_slope_days_to_critical,max_slope_growth_rate,max_slope_initial_value,max_slope_r_squared,max_slope_days_to_critical,risk_score_growth_rate,risk_score_initial_value,risk_score_r_squared,risk_score_days_to_critical,global_id,start_location,end_location
6.680902120402053e-05,6.4143734204362035,0.18393986195612752,10958.5163752526,-1.685203793385941e-05,53.02442750373655,0.16408933704015186,inf,6.0521183719824014e-05,283.4781323290892,0.08373581419735797,12262.363307702843,9.996728127688765e-06,0.1200410563952622,0.005296935298219928,72188.05747674343,7.411278771070885e-05,0.28473568584393805,0.1387542367428134,9997.872705344022,0.00021188220299220238,0.23788237020690367,0.8227766077074047,3676.9655289136526,IS_0003,147353.2333333333,147406.1
-3.582529758403432e-05,3.6773467212926505,0.03331940840188316,inf,8.278557876980881e-07,59.29201243328303,0.003436426117841189,839478.1046508901,1.0722926028242297e-05,199.05603458555822,0.0025505310930094226,67059.19834602335,-0.0004023901347717445,0.019515566395284525,0.5989081194196036,inf,-0.000265832971277387,0.05147537896935643,0.2132956757554058,inf,9.09973569155743e-05,0.21608765710633995,0.9353364154684637,7937.616589708124,IS_0004,148615.65,148674.95
-0.00017246582658648669,6.037514732333356,0.5427001264474539,inf,-9.609144348583636e-09,35.89973515622463,5.128934411410711e-08,inf,-0.00015391153848538233,195.6157380534579,0.3976168857417557,inf,-0.00026362862291050623,0.08962806325154736,0.784444249520696,inf,-0.00031394652869521446,0.2083637325775384,0.8744392966699994,inf,2.4556261758825603e-05,0.18393777585914003,0.017342595104149202,29536.187852623414,IS_0005,154408.36666666667,154444.26666666666
0.0005703862745850687,3.853313653870908,0.9712010770150217,1976.6292138538963,-6.747161866991893e-06,37.48924775917483,0.2113365809058252,inf,0.0005611887568550822,137.02151962795287,0.9610349574166364,2002.202184713451,0.0008507543225135967,0.026306479543077032,0.9547176580523831,1584.9921833153965,0.0006646845172680824,0.06385021077378983,0.9835657791304809,1795.8969221830496,-0.00020401797111720208,0.19067075800964645,0.6009261267723847,inf,IS_0006,158565.53333333333,158602.93333333332
8.399194577466315e-05,3.440215350670275,0.5340332791806075,9300.050706276486,6.488410530931228e-06,40.771935174318145,0.20121260762683957,107688.20230845755,3.341048317157092e-05,132.53309199335737,0.09448644228230384,22656.451541528,0.0010525401513947691,0.006819257110574274,0.6826137652710111,1530.016380861278,0.0011196254596293007,0.014434381363822123,0.5631325595825104,1486.386224182677,-5.955514417634015e-05,0.20698619742354835,0.2893793418255086,inf,IS_0007,166987.0,167027.84999999998
-0.00021843229529354486,5.597063029263271,0.47764765290123323,inf,1.7885315762169523e-05,37.33936409218478,0.4248159212583846,39440.63301993186,-0.00018696749679994487,192.1507254880574,0.5004418787659404,inf,-0.0005846944803815247,0.07208919316488084,0.5666843650842358,inf,-0.0004550011173998948,0.15520510968004633,0.3134089588052077,inf,-5.56264579581805e-05,0.17150218615535234,0.13362110539398153,inf,IS_0009,191703.125,191740.65
0.0002577184977780601,5.855705362696899,0.9838137793089005,3369.1285534549725,7.734555740663176e-06,53.6907599896843,0.10862463374750848,91313.63695917052,0.00027688265265500507,269.69659013032907,0.9920374016606697,3203.2620106067507,0.00018358803988825718,0.09271155178021308,0.9053843971752521,4500.233455372466,0.00021532315558445261,0.18692170108108597,0.8193104398338467,3958.290788312928,0.0004920390275202765,0.16590376350271174,0.8328991081897716,2149.903682270871,IS_0012,193149.33333333334,193203.16666666666
-3.1510605533208775e-05,5.52856718769527,0.1238702765993801,inf,-6.2890089318729654e-06,61.79026229877897,0.2672426495228432,inf,-5.611528605244955e-05,295.9794925509661,0.18984616269710894,inf,-2.0524075956919498e-05,0.06644828682602216,0.017081410647435194,inf,0.00013679804802208114,0.1643483790703925,0.6588407726190748,5759.925659708255,0.00010911994701217766,0.17799808143120413,0.08039949828171027,8351.537015360105,IS_0013,194567.8,194629.475
8.805505629441327e-05,3.98673670049889,0.937710771669086,8517.715111014775,-8.55113357406278e-06,36.3648035783642,0.19319636715216174,inf,9.379697707313672e-05,133.88329477535223,0.8401156251886608,8104.782865514709,-9.68607130904488e-05,0.05068335733796025,0.705814499418968,inf,-5.399872497173901e-05,0.10410368650900297,0.18838380048787434,inf,1.2423907162757231e-06,0.19838519185307343,0.001059149367975604,569111.899177009,IS_0084,192580.6,192616.85000000003
0.0005130022981214942,6.514481326545997,0.9958756721268843,1707.8757265588833,-5.315976996803028e-07,52.938502209730125,0.0019685039370078705,inf,0.0005383490774141484,288.1987533454533,0.9981269326635385,1646.6401794417282,0.0004392383552957281,0.11964844842366158,0.9939893039246795,1933.2664687557715,0.0005020924856182106,0.28198363727787695,0.9918223296018452,1734.2416659830872,6.120214305912677e-05,0.24373777191833262,0.5949776715428152,11782.902838744205,IS_0016,147343.93333333335,147396.86666666667
0.00018650690452340558,5.960935948847264,0.9968204505167132,4086.860290727782,0.0,36.200000000011634,0.0,inf,0.00018252246853496203,194.6320775376107,0.9988045580142517,4157.6843115095335,0.00019225505493972286,0.08837027888987949,0.8182054976886959,4022.6923729932137,0.0002043554807513908,0.20509975735334177,0.726658534357369,3825.2735473622683,0.00020608180011928712,0.18027516064010649,0.7867596504175439,3786.369273667219,IS_0018,154398.66666666666,154434.86666666667
-2.4947093996660428e-05,3.6596618648027186,0.12926325075264927,inf,6.593169686186027e-06,40.868721963142896,0.5411179397131985,105617.51844760295,-4.294805727765812e-05,138.08925188314032,0.15036100432483124,inf,0.000546324864805316,0.009594905629600515,0.5132031925945169,2114.1527217201005,0.0005384261510680482,0.021787162316086375,0.36074714382815376,2204.563722538527,-1.6771827119246016e-06,0.20491707416568578,0.0008014181527903853,inf,IS_0019,166977.15,167018.1
0.0002589647216480907,5.242278934951141,0.08272046494140521,3417.433611895011,7.499080392152988e-07,37.46130387650539,0.0019685039370078727,929237.5743916181,0.000273398028243686,180.94510793992455,0.10270980555489775,3233.773302622017,0.00013658749436990376,0.06399152550338234,0.011234453987982807,6500.361227658805,9.146533165396619e-05,0.14124418507655964,0.004388031775016028,9646.784134251742,4.515692761089882e-05,0.16568062813353152,0.08616778635053532,16082.25770816595,IS_0021,191692.80000000002,191730.2666666667
0.00011835750673014398,6.058753771118041,0.11544232561983019,7501.599685954164,-4.987584946823734e-05,37.84005529950829,0.36691265316967253,inf,1.9024617605877494e-05,215.62490876821803,0.001926897040803019,45512.30473070044,0.0006858693555325073,0.05762023026589642,0.9658831544649827,1721.4519851296193,0.0008157649918675612,0.11977445951531832,0.9692290249180548,1557.05888054256,0.0002628710362999899,0.17830823289639597,0.40685506623077394,3701.7709999209605,IS_0023,193455.53333333335,193492.6
0.00010631714332643299,5.330453819823129,0.5884514776578428,7040.983430934811,7.67969271594738e-06,61.405055650325295,0.23660619792084275,91091.9745819385,0.00010312862467358908,284.8945518871304,0.5339666386781012,7249.445967551413,0.00018188607368560734,0.06493433830528172,0.8656680977660512,4382.309643738851,0.0003802668956657097,0.15125624424469827,0.9104712435263677,2403.306376101091,0.00017750940474291563,0.16278842761483125,0.8284281235806067,4572.3457268327165,IS_0024,194557.8666666667,194619.4
8.985488133303656e-05,6.332565575283303,0.4707871548341599,8478.050832291525,-1.4768017186929217e-05,56.03025343818643,0.46249486827452596,inf,9.236190070093885e-05,296.7125196219633,0.7700873693793365,8210.51835528816,0.00023344969159282692,0.09384390133622224,0.3824527799169487,3756.944405860374,-5.7627540820100043e-05,0.22708176448986506,0.1030034167902526,inf,0.00016575968400822454,0.19963998981404737,0.08229139227547523,5203.533689688099,IS_0025,194688.4,194744.19999999998
8.506916416016933e-07,4.244775707384665,0.00045289553719521456,826318.4231548366,4.448759149231213e-05,34.82669089104652,0.5112884183134134,16325.497115570499,-2.003699173461329e-05,143.3659524272047,0.1648714337413216,inf,0.0008310773065750907,0.022327013405734224,0.7703912965022435,1406.7702496642194,0.0010555838450333665,0.04703247999768377,0.768932714177637,1228.2537034375846,1.935965047242786e-05,0.20790733864935293,0.5781925335290333,36512.8472661132,IS_0068,145853.65000000002,145888.95
7.66190772843139e-05,6.54100424429717,0.5930928193760864,9563.797975161775,-3.57522368877507e-05,37.578548906388896,0.6691388546950293,inf,3.103901591734394e-05,227.53352322221485,0.06535886253388122,23076.42694628284,0.0002810541878874784,0.07296370970247296,0.4005257813486432,2960.2129020935686,0.0002903959799132772,0.16324269976213915,0.2754328668314994,2917.311718281409,-0.0002684016395730513,0.25771378083409996,0.05421864790416358,inf,IS_0029,193465.08,193502.36000000002
0.00010157505810481561,6.51213196603668,0.0576633095079745,7968.602962087285,-1.4703999891863842e-05,55.7844009321403,0.14176094613935344,inf,0.00010553293222193232,306.5982925789825,0.06310100684912669,7662.693892301352,0.00027065023681348223,0.0958727807036323,0.14234547210196352,3295.2072045093514,0.0002168054887985441,0.22587648623468864,0.11971790201464248,4017.9322243132297,0.000272159128053912,0.20349680835960018,0.1579290684118368,3229.529306925937,IS_0030,194699.175,194754.775
